City_ID,City,Country,Lat,Lng,Max Temp,Humidity (%),Cloudiness (%),Wind Speed,Current Description
261,Lavrentiya,RU,65.5833,-171.0,38.19,62,100,15.86,overcast clouds
262,Matay,EG,28.419,30.7792,78.8,44,0,11.52,clear sky
263,Cottonwood,US,34.7392,-112.0099,88.05,21,34,9.24,scattered clouds
264,Sokoto,NG,13.0609,5.239,83.25,55,60,8.9,broken clouds
265,Victoria,HK,22.2855,114.1577,90.18,85,100,15.99,overcast clouds
266,West Wendover,US,40.7391,-114.0733,82.29,20,7,15.66,clear sky
267,Rosarito,MX,32.3333,-117.0333,72.66,81,19,6.11,few clouds
268,Ilulissat,GL,69.2167,-51.1,28.49,89,13,5.7,few clouds
269,Kainantu,PG,-6.2887,145.8655,73.56,59,92,5.44,overcast clouds
270,Sobolevo,RU,54.4299,31.8996,59.5,93,3,7.58,clear sky
271,Paamiut,GL,61.994,-49.6678,39.6,96,100,10.6,light rain
272,Chupa,RU,66.27,33.0549,56.57,96,100,9.75,moderate rain
273,Saint-Joseph,RE,-21.3667,55.6167,68.38,78,22,13.89,light rain
274,Carora,VE,10.1755,-70.0827,75.99,71,97,3.94,overcast clouds
275,Chokurdakh,RU,70.6333,147.9167,66.49,21,97,12.12,overcast clouds
276,Lyaskelya,RU,61.7667,31.0167,54.75,78,33,4.45,light rain
277,Ust-Kuyga,RU,70.0167,135.6,71.65,26,41,18.72,scattered clouds
278,East London,ZA,-33.0153,27.9116,72.55,28,76,13.98,broken clouds
279,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,25,0,2.3,clear sky
280,Morondava,MG,-20.2833,44.2833,67.41,67,0,9.93,clear sky
281,Port Hedland,AU,-20.3167,118.5667,80.65,28,0,12.66,clear sky
282,Valparaiso,CL,-33.0393,-71.6273,54.48,86,100,3.44,overcast clouds
283,Maku,IR,39.2911,44.4521,66.76,60,6,2.62,clear sky
284,Otradnoye,RU,59.7775,30.8181,63.97,79,100,3.38,overcast clouds
285,Morant Bay,JM,17.8815,-76.4093,83.82,85,75,9.08,broken clouds
286,Vengerovo,RU,55.6848,76.7471,69.96,60,15,12.91,few clouds
287,Nuuk,GL,64.1835,-51.7216,41.88,75,52,11.99,broken clouds
288,Chimbote,PE,-9.0853,-78.5783,62.76,87,46,7.94,scattered clouds
289,High Level,CA,58.5169,-117.136,62.71,72,40,2.3,scattered clouds
290,Moerai,PF,-22.4333,-151.3333,74.8,68,95,16.2,overcast clouds
291,Taihe,CN,30.8712,105.3845,80.29,61,100,5.55,overcast clouds
292,Nanortalik,GL,60.1432,-45.2371,42.49,83,100,5.99,overcast clouds
293,Betare Oya,CM,5.6,14.0833,64.8,98,47,2.53,scattered clouds
294,Caravelas,BR,-17.7125,-39.2481,72.61,88,54,5.82,broken clouds
295,Escobal,PA,9.1472,-79.9619,78.57,95,100,2.95,overcast clouds
296,Kostrzyn,PL,52.3985,17.2281,64.67,73,27,3.0,scattered clouds
297,Tubinskiy,RU,52.8892,58.2225,55.99,73,66,12.66,broken clouds
298,Sakakah,SA,29.9697,40.2064,78.37,14,0,4.79,clear sky
299,Bubaque,GW,11.2833,-15.8333,80.47,80,83,11.07,broken clouds
300,Macapa,BR,0.0389,-51.0664,78.78,94,40,2.3,scattered clouds
301,Fairbanks,US,64.8378,-147.7164,69.03,36,40,6.91,scattered clouds
302,Severo-Kurilsk,RU,50.6789,156.125,47.03,83,79,9.44,broken clouds
303,Udachnyy,RU,66.4167,112.4,57.45,66,91,10.27,light rain
304,Chabahar,IR,25.2919,60.643,86.7,71,82,15.68,broken clouds
305,Neuquen,AR,-38.9516,-68.0591,35.49,75,0,4.61,clear sky
306,Tikrit,IQ,34.6071,43.6782,88.14,14,0,10.49,clear sky
307,Liverpool,GB,53.4106,-2.9779,57.15,78,20,13.8,few clouds
308,Pasni,PK,25.2631,63.471,83.39,79,38,3.78,scattered clouds
309,Predivinsk,RU,57.0669,93.4378,64.67,87,100,5.48,overcast clouds
310,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,92,80,9.46,light rain
311,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.68,89,9,5.46,clear sky
312,Tres Lagoas,BR,-20.7511,-51.6783,53.28,61,100,8.39,overcast clouds
313,Hadejia,NG,12.4498,10.0444,81.18,61,75,13.6,broken clouds
314,Tecoanapa,MX,16.5167,-98.75,79.48,82,67,9.08,broken clouds
315,Junin,AR,-34.5838,-60.9433,44.49,49,0,4.88,clear sky
316,Vardo,NO,70.3705,31.1107,58.98,58,100,17.27,overcast clouds
317,Neryungri,RU,56.6709,124.6491,68.18,53,97,8.19,light rain
318,Alanya,TR,36.5438,31.9998,72.48,76,22,6.17,few clouds
319,Oistins,BB,13.0667,-59.5333,80.69,78,20,23.02,few clouds
320,Wilmington,US,34.2257,-77.9447,78.85,87,58,5.28,broken clouds
321,Mitsamiouli,KM,-11.3847,43.2844,77.77,68,1,10.83,clear sky
322,Kyra,RU,49.5776,111.9753,60.58,72,70,11.97,moderate rain
323,Banda Aceh,ID,5.5577,95.3222,85.39,64,98,6.4,overcast clouds
324,Morros,BR,-9.4467,-46.3003,74.77,55,79,1.23,broken clouds
325,Alta Floresta,BR,-9.8756,-56.0861,69.19,75,70,3.74,broken clouds
326,Rancho Palos Verdes,US,33.7445,-118.387,75.42,79,0,3.0,clear sky
327,Chapais,CA,49.7834,-74.8492,49.78,76,61,4.7,broken clouds
328,Lakes Entrance,AU,-37.8811,147.981,55.17,66,79,22.3,broken clouds
329,Guarapari,BR,-20.6667,-40.4975,69.89,90,100,4.23,overcast clouds
330,Pedro Ii,BR,-4.4247,-41.4586,66.02,88,20,2.44,few clouds
331,Rognan,NO,67.0953,15.3878,50.14,90,97,3.11,overcast clouds
332,Solnechnyy,RU,50.7214,136.6319,75.29,35,9,7.7,clear sky
